state,county,year,cases,fips,size,prcp,avtemp,log.size,log.cases
Indiana,Wayne County,2003,0,18177,69910,1269.0346315298507,9.874286110721417,4.844539302129008,0
Texas,Limestone County,2007,0,48293,22407,1437.5914188214203,18.833364742905346,4.350383714158389,0
Kentucky,Allen County,2007,0,21003,18856,1066.1526000976562,15.640852546691894,4.275449569516267,0
South Dakota,Brown County,2000,0,46013,35382,530.5433990877439,6.466256138546015,4.54878237816145,0
Wisconsin,Marathon County,2007,86,55073,129993,728.3227192382813,6.458885004043579,5.113919966589728,1.9395192526186185
Kansas,Stanton County,2006,0,20187,2174,498.25647122252224,13.335548185834698,3.3372595397502756,0
North Carolina,Lenoir County,2008,0,37107,56674,1144.9420290154926,16.653596813395872,4.753383865837578,0
Minnesota,Norman County,2002,0,27107,7223,624.8042653401693,5.1792977587382,3.8587176148602915,0
Louisiana,St. Mary Parish,2004,0,22101,51541,1624.688313399211,20.409653861923974,4.712152840490958,0
Minnesota,Dakota County,2002,48,27037,368205,1061.7398901367187,7.767692093849182,5.566089681663015,1.6901960800285136
Kansas,Ellsworth County,2005,0,20053,6252,654.3480752798228,12.848520443989681,3.7960189693471493,0
Georgia,Lamar County,2009,0,13171,17550,1689.5389186314173,17.159175600324357,4.244277120801843,0
South Carolina,Spartanburg County,2008,0,45083,282520,989.8052096326812,15.798571089736553,5.451049197579129,0
New York,Schuyler County,2009,1,36097,18720,793.8063480437748,7.204203666202606,4.272305844402086,0.3010299956639812
New York,Jefferson County,2009,49,36045,118719,1041.467604180344,6.7738529353582555,5.0745202297786935,1.6989700043360187
California,Plumas County,2004,0,6063,20963,870.2332191281203,9.597532026942183,4.321453434333344,0
Texas,Motley County,2008,0,48345,1270,686.70257568359375,16.578343745433923,3.103803720955957,0
Kansas,Barber County,2002,0,20007,5023,774.0256079618263,13.672765025386104,3.700963178159549,0
Kentucky,Lee County,2003,0,21129,7869,1414.1760009765626,12.338372230529785,3.895919545310016,0
New York,Hamilton County,2003,0,36041,5207,1330.9415532983962,4.407135725021362,3.7165875776756923,0
Georgia,Rockdale County,2005,0,13247,77810,1423.102001953125,16.258625030517578,4.891035415315311,0
Idaho,Adams County,2001,1,16003,3427,652.6495714965297,6.7361813154343375,3.534914104429867,0.3010299956639812
Vermont,Bennington County,2000,10,50003,36976,1655.4827238384046,5.672119125985263,4.5679199281350344,1.0413926851582251
Tennessee,Clay County,2005,0,47027,7973,1085.1027435302735,14.342384338378906,3.901621764093357,0
Alabama,Choctaw County,2009,0,1023,13990,2060.8019689852304,17.879760366286675,4.145817714491828,0
Georgia,Sumter County,2000,0,13261,33253,990.097248840332,17.99590723514557,4.521830832336042,0
Virginia,Orange County,2006,1,51137,31482,1085.731035956021,13.789082609373947,4.498062314581983,0.3010299956639812
Idaho,Madison County,2000,0,16065,27466,386.43562335968016,5.731533324718475,4.438795415721324,0
Oklahoma,Okfuskee County,2001,0,40107,11719,1062.3575520418128,16.53742770759427,4.068890554257935,0
Montana,Judith Basin County,2005,0,30045,2134,509.0426540610231,5.665004633459044,3.329194415088451,0
Alabama,Butler County,2004,0,1013,20476,1495.7520879330843,17.71555824279785,4.311245120878207,0
Missouri,Buchanan County,2001,0,29021,86184,1137.316269604128,12.397013052185969,4.935426646837679,0
Alabama,Butler County,2006,0,1013,20231,1091.4573879076088,18.27186924478282,4.306017350084118,0
Kansas,Elk County,2007,0,20049,2984,1514.7081285413806,13.64135669875931,3.474798818800631,0
Tennessee,Carroll County,2007,0,47017,28783,1134.0527171259341,16.030309780784275,4.459136057687617,0
Ohio,Darke County,2007,0,39037,52198,1081.1941053602432,11.003592575920953,4.717653863048165,0
North Carolina,Durham County,2009,3,37063,269706,1257.9318745930989,14.961539049943289,5.430890608069157,0.6020599913279624
North Carolina,Transylvania County,2002,0,37175,29378,1799.4015285685912,12.348139795206361,4.468022226494091,0
North Carolina,Lenoir County,2007,0,37107,56657,904.6605069435249,17.0616333848339,4.753253574809567,0
Oklahoma,Lincoln County,2003,0,40081,32064,826.0045460520925,15.484348730607467,4.5060176998511325,0
Michigan,Huron County,2007,0,26063,33218,804.9547857754472,8.166764763818271,4.521373480761028,0
Georgia,Union County,2006,0,13291,20376,1376.8206005859374,13.210666637420655,4.309118931955559,0
Missouri,Iron County,2008,1,29093,9995,1427.011080454631,12.022209213440677,3.999782798454136,0.3010299956639812
Mississippi,Stone County,2007,0,28131,15586,1430.3491379310344,19.53469677629142,4.192734671903164,0
Tennessee,Moore County,2005,0,47127,5982,1125.3759155273438,14.787986625324596,3.7768464086952993,0
South Dakota,Charles Mix County,2002,0,46023,9147,457.6519979940878,9.72003132072655,3.961278679085043,0
Alabama,Dallas County,2009,0,1047,41925,1768.2923982747395,17.1870095316569,4.622473071278123,0
Pennsylvania,Lawrence County,2004,1,42073,92637,1367.0543804168701,9.659337937831879,4.966784482215161,0.3010299956639812
Texas,Harris County,2001,1,48201,3483124,1712.0206024292484,20.54050608715379,6.541968935714959,0.3010299956639812
Illinois,Jasper County,2004,0,17079,9916,1170.2505052783822,12.416768955279,3.996336518095784,0
