state,county,year,cases,fips,size,prcp,avtemp,log.size,log.cases
Arkansas,Yell County,2000,0,5149,21163,1026.964794838265,16.165276311848263,4.325577231940418,0
California,Alameda County,2000,4,6001,1450220,546.1019439697266,14.976324125572487,6.16143389019258,0.6989700043360189
California,Alpine County,2000,0,6003,1205,1014.4715465198864,5.773911365595731,3.080987046910887,0
California,Amador County,2000,0,6005,35173,1049.400219048394,14.037849511040582,4.546209412044009,0
California,Butte County,2000,3,6007,203926,1165.8818181355794,15.060919794169338,5.309472600651468,0.6020599913279624
California,Calaveras County,2000,1,6009,40696,1055.8800616954109,14.56798057736091,4.609551724623298,0.3010299956639812
California,Colusa County,2000,0,6011,18829,570.364809630347,15.83712134856344,4.274827255438105,0
California,Contra Costa County,2000,1,6013,953192,564.8185369557348,15.464546326933236,5.979180388720122,0.3010299956639812
California,Del Norte County,2000,0,6015,27471,2404.374434111134,11.388775421294156,4.438874468906445,0
California,El Dorado County,2000,0,6017,157134,1208.4800728841722,11.713377468998777,5.196270166037843,0
California,Fresno County,2000,1,6019,801444,604.010540189396,13.404786749351707,5.903873181910812,0.3010299956639812
California,Glenn County,2000,1,6021,26451,641.9512242105751,15.186684194193706,4.422442095511937,0.3010299956639812
California,Humboldt County,2000,10,6023,126403,1626.5824565686678,12.446039857362447,5.101757381446244,1.0413926851582251
California,Imperial County,2000,0,6025,142396,28.278090035323032,23.32405887035109,5.153497789846297,0
California,Inyo County,2000,0,6027,17918,128.94447497370362,15.694742243140546,4.253289532254802,0
California,Kern County,2000,2,6029,663484,187.14815554804406,16.596062925664704,5.821830454260749,0.47712125471966244
California,Kings County,2000,0,6031,129774,206.62774819726343,17.80153764260782,5.113187691019157,0
California,Lake County,2000,0,6033,58551,966.4480561191596,14.078098287860167,4.767534316842595,0
California,Lassen County,2000,0,6035,33749,406.1260828674235,8.30894084692318,4.528260908991754,0
California,Los Angeles County,2000,2,6037,9542578,327.7722584670564,16.821809900163416,6.979665718511746,0.47712125471966244
California,Madera County,2000,0,6039,123566,741.2781434201909,13.96496543466688,5.091898988198741,0
California,Marin County,2000,3,6041,247614,931.2323848179409,14.060939936410813,5.39377519588467,0.6020599913279624
California,Mariposa County,2000,0,6043,17143,935.3028768353757,13.240256467751697,4.234086825138971,0
California,Mendocino County,2000,7,6045,86396,1234.5610025819317,13.0671123494216,4.936493635787443,0.9030899869919435
California,Merced County,2000,1,6047,212122,362.89645508220764,16.83269647770502,5.326585713227163,0.3010299956639812
California,Modoc County,2000,0,6049,9415,418.6480297346761,8.356367988873245,3.9738203243526837,0
California,Mono County,2000,0,6051,12896,347.5589344049059,6.917563069508528,4.110455024461015,0
California,Monterey County,2000,1,6053,403065,609.4942228581841,14.703235863158422,5.605375087989806,0.3010299956639812
California,Napa County,2000,2,6055,124545,818.3631751650855,15.402815092177619,5.095326296978932,0.47712125471966244
California,Nevada County,2000,9,6057,92503,1389.428671061198,11.212818320592245,4.966155817737069,1
California,Orange County,2000,3,6059,2856372,273.1860715321132,18.020581219877517,6.455814767189072,0.6020599913279624
California,Placer County,2000,1,6061,251274,1233.935218081267,11.820676254189532,5.400147553293338,0.3010299956639812
California,Plumas County,2000,0,6063,20764,1034.611999660585,9.147070041516931,4.3173110202068115,0
California,Riverside County,2000,3,6065,1559109,117.32933930359034,20.19727460103086,6.192876478526715,0.6020599913279624
California,Sacramento County,2000,3,6067,1230150,566.5634205466822,16.40072780533841,6.08995807095192,0.6020599913279624
California,San Benito County,2000,0,6069,53827,434.17598100142044,14.861360271581622,4.731000175473266,0
California,San Bernardino County,2000,1,6071,1718469,104.05310681483128,19.17377831068112,6.235141702169857,0.3010299956639812
California,San Diego County,2000,9,6073,2824987,232.79828231713554,17.3282196387816,6.451016453627579,1
California,San Francisco County,2000,2,6075,777360,686.6111178927952,14.0065279006958,5.890622189721783,0.47712125471966244
California,San Joaquin County,2000,0,6077,567968,465.01747630466923,16.360923709156356,5.7543238677270185,0
California,San Luis Obispo County,2000,1,6079,247878,471.4803664044636,15.218486357510574,5.394237983393133,0.3010299956639812
California,San Mateo County,2000,2,6081,708272,812.3800036781713,14.041129350662231,5.8502000732457216,0.47712125471966244
California,Santa Barbara County,2000,0,6083,399784,586.4577833279013,15.146678078938,5.601825408964794,0
California,Santa Clara County,2000,2,6085,1685842,609.635157213713,15.191755540747392,6.226816869373206,0.47712125471966244
California,Santa Cruz County,2000,5,6087,255834,1173.4994702148438,14.39463623046875,5.4079582611400925,0.7781512503836436
California,Shasta County,2000,0,6089,163782,1310.804001513672,12.576422542572022,5.214266170133632,0
California,Sierra County,2000,0,6091,3569,1255.7542092172723,8.52426286747581,3.5525465479556604,0
California,Siskiyou County,2000,0,6093,44230,954.8217558241982,9.48933965508037,4.645716939369604,0
California,Solano County,2000,1,6095,396974,592.4231890249944,16.04572255369546,5.598762063371937,0.3010299956639812
California,Sonoma County,2000,8,6097,460411,1026.9272195016695,14.663960737806137,5.663145691113776,0.9542425094393249
California,Stanislaus County,2000,1,6099,449702,424.4246522322945,16.611848723370095,5.652924819049001,0.3010299956639812
California,Sutter County,2000,1,6101,79149,535.5324982352879,16.517646115759145,4.898445432183524,0.3010299956639812
California,Tehama County,2000,2,6103,56136,904.9722995716683,14.58520030768471,4.749241463520759,0.47712125471966244
California,Trinity County,2000,1,6105,13006,1310.1661362216266,10.943263222753881,4.11414374967188,0.3010299956639812
California,Tulare County,2000,0,6107,368628,556.8134920086412,12.644242320072522,5.56658831998683,0
California,Tuolumne County,2000,0,6109,54651,1214.1907846644306,9.607668957502945,4.737598113047086,0
California,Ventura County,2000,2,6111,756366,516.0964267281072,14.766137344302333,5.878731998300634,0.47712125471966244
California,Yolo County,2000,0,6113,169884,552.2403740734787,16.39357480351229,5.230152478110236,0
California,Yuba County,2000,0,6115,60334,924.9894957879577,15.680992357658617,4.7805621189570635,0
Colorado,Adams County,2000,0,8001,350961,338.12450048273257,10.559846435893666,5.545258858842361,0
Colorado,Alamosa County,2000,0,8003,14964,238.54417374990518,6.48478039014108,4.175047699526168,0
Colorado,Arapahoe County,2000,0,8005,491701,401.92471561586956,10.318271319071451,5.691701091540192,0
Colorado,Archuleta County,2000,0,8007,10038,575.6936889944725,6.696195561185624,4.001647191346038,0
Colorado,Baca County,2000,0,8009,4501,362.6208128178785,12.564844245232907,3.653309012938479,0
Colorado,Bent County,2000,0,8011,5968,252.06454219818116,12.652000506718954,3.7758288144646124,0
Colorado,Boulder County,2000,0,8013,271669,508.8171908796326,7.444034454990025,5.43404008414095,0
Colorado,Chaffee County,2000,0,8015,16315,530.8880478463522,3.603684456322254,4.212587078123894,0
Colorado,Cheyenne County,2000,0,8017,2218,290.71505340686343,11.122046016183571,3.3459615418131414,0
Colorado,Clear Creek County,2000,0,8019,9310,633.5080982995412,2.635336609882495,3.9689496809813427,0
Colorado,Conejos County,2000,0,8021,8398,483.18231680312596,5.188648158513406,3.9241758703019207,0
Colorado,Costilla County,2000,0,8023,3668,364.38328129695014,5.897246147921452,3.5644293269979834,0
Colorado,Crowley County,2000,0,8025,5533,259.55784045410155,12.061386985778809,3.7429606702141522,0
Colorado,Custer County,2000,0,8027,3514,447.3972578470686,5.722130890507086,3.545801757159276,0
Colorado,Delta County,2000,0,8029,27916,439.1431986786598,8.597329471000405,4.445853189653875,0
Colorado,Denver County,2000,0,8031,556094,342.77875328063965,11.341377794742584,5.74514820926329,0
Colorado,Dolores County,2000,0,8033,1846,539.4619144392602,6.888335621651308,3.266231696689893,0
Colorado,Douglas County,2000,0,8035,180311,453.0556917630709,8.92081566957327,5.2560222219724215,0
Colorado,Eagle County,2000,0,8037,41987,606.7887355760596,4.608935964404395,4.623114845107324,0
Colorado,Elbert County,2000,0,8039,20099,416.43050694120103,9.418342215427455,4.3031744501923495,0
Colorado,El Paso County,2000,0,8041,519463,406.34296875,9.327708053588868,5.7155546193270945,0
Colorado,Fremont County,2000,0,8043,46277,357.46744493660947,8.27519220245042,4.6653651971752215,0
Colorado,Garfield County,2000,0,8045,44259,555.167462411974,6.822428728759623,4.6460015971333055,0
Colorado,Gilpin County,2000,0,8047,4816,588.3743471891984,4.524340608845586,3.682686478249768,0
Colorado,Grand County,2000,0,8049,12490,639.8119928418976,2.8595134735657894,4.096562438374136,0
Colorado,Gunnison County,2000,0,8051,14006,628.6816709276656,3.9744647092127825,4.146314122011972,0
Colorado,Hinsdale County,2000,0,8053,790,793.2773376103689,1.7533264280511782,2.8976270912904414,0
Colorado,Huerfano County,2000,0,8055,7823,401.19914592960015,9.064185806406222,3.8933733302460247,0
Colorado,Jackson County,2000,0,8057,1576,711.0702991770274,3.048791192630749,3.1975562131535367,0
Colorado,Jefferson County,2000,0,8059,526471,427.77736891361707,8.182740483367652,5.721374453609167,0
Colorado,Kiowa County,2000,0,8061,1614,268.1355691389604,11.808277950142369,3.2079035303860515,0
Colorado,Kit Carson County,2000,0,8063,7978,361.8742076594655,10.754243385501024,3.901894031973821,0
Colorado,Lake County,2000,0,8065,7832,677.0664865594161,1.2165906473242662,3.8938726787950815,0
Colorado,La Plata County,2000,0,8067,44221,556.9818566458566,7.343188990902022,4.645628559354666,0
Colorado,Larimer County,2000,0,8069,253152,468.68507552265527,6.009870032274827,5.403381362833003,0
Colorado,Las Animas County,2000,0,8071,15276,346.7856444898422,11.153432855127301,4.18400964970128,0
Colorado,Lincoln County,2000,0,8073,6064,331.4695556640625,10.184215444399987,3.782759192623997,0
Colorado,Logan County,2000,0,8075,20647,338.96094657548895,10.299624028548696,4.314856957779571,0
Colorado,Mesa County,2000,0,8077,117488,392.49312891922597,9.28811118166571,5.069993510863739,0
Colorado,Mineral County,2000,0,8079,837,782.7695652803928,2.3413024493258634,2.92272545799326,0
Colorado,Moffat County,2000,0,8081,13166,343.3346112898594,7.1640381884080755,4.11945385075606,0
Colorado,Montezuma County,2000,0,8083,23863,367.667405796051,9.919566663354635,4.377725041243148,0
Colorado,Montrose County,2000,0,8085,33600,389.1819672745265,9.286596677276526,4.526339277389844,0
Colorado,Morgan County,2000,0,8087,27256,311.9096848337274,10.59385394046181,4.435462120559821,0
Colorado,Otero County,2000,0,8089,20248,296.86321230873546,12.72406607711871,4.306382132150198,0
Colorado,Ouray County,2000,0,8091,3776,618.9754638671875,5.138487212459246,3.5770319856260313,0
Colorado,Park County,2000,0,8093,14696,440.87842265384296,3.51860106073215,4.1671991432977515,0
Colorado,Phillips County,2000,0,8095,4455,346.75081494389747,10.76927291130533,3.6488477083728936,0
Colorado,Pitkin County,2000,0,8097,14790,837.5965103047006,3.284485455752419,4.169968173996892,0
Colorado,Prowers County,2000,0,8099,14444,322.2652089436849,12.3174289782842,4.159687479754789,0
Colorado,Pueblo County,2000,0,8101,141839,320.3926631264065,11.801977684316428,5.151795660720238,0
Colorado,Rio Blanco County,2000,0,8103,5979,451.0912972930679,7.294861999221314,3.7766285534201502,0
Colorado,Rio Grande County,2000,0,8105,12429,463.31884091142297,4.526014198427615,4.094436188017956,0
Colorado,Routt County,2000,0,8107,19828,749.1792150548987,4.4588026988949325,4.297278910233113,0
Colorado,Saguache County,2000,0,8109,5978,421.8947426932199,4.68331059436166,3.776555910703262,0
Colorado,San Juan County,2000,0,8111,559,1060.6298183865017,1.2235586222399164,2.747411807886423,0
Colorado,San Miguel County,2000,0,8113,6616,502.34182198842365,7.2295625056140125,3.8205954965444904,0
Colorado,Sedgwick County,2000,0,8115,2743,343.2102060123366,10.845846069102384,3.4382258076045296,0
Colorado,Summit County,2000,0,8117,23701,714.23094976516,1.807179368624375,4.374766670285203,0
Colorado,Teller County,2000,0,8119,20648,423.00318489493907,4.880342499567912,4.314877991535813,0
Colorado,Washington County,2000,0,8121,4942,357.6627992431019,10.395109766312228,3.6939027410660605,0
Colorado,Weld County,2000,0,8123,183045,250.77874813895974,9.838527750477738,5.262557870327264,0
Colorado,Yuma County,2000,0,8125,9815,396.5584577195188,10.99792753381932,3.991890303936025,0
Connecticut,Fairfield County,2000,1342,9001,884420,1243.232987733645,9.896996881360206,5.946658555018647,3.1280760126687155
Connecticut,Hartford County,2000,231,9003,858422,1226.6221534465922,9.394723748338633,5.933700839382134,2.3654879848909
Connecticut,Litchfield County,2000,457,9005,182628,1294.73669116528,8.19741018716391,5.2615673630846915,2.660865478003869
